Track Name,Genre,Tempo,Duration,Mood,Energy Level,Rating,User Action
Lady Day,Jazz,101.7,7.1,Energetic,6.1,3.4,Skipped
Hedphelym,Electronic,124.9,6.1,Mixed,10.0,3.1,Liked
Open Road,Rock,94.0,6.1,Energetic,4.2,3.8,Liked
King Of Terrors,RnB,158.1,6.3,Happiness,4.5,3.8,Liked
Rekkit,Electronic,127.9,6.6,Mixed,9.7,3.9,Liked
A-Way,Rock,90.5,3.7,Happiness,3.5,4.0,Skipped
It's Raining Clouds,Electronic,168.1,5.9,Energetic,6.6,3.3,Liked
To Rid the Disease,RnB,133.1,6.4,Happiness,4.4,3.3,Liked
Ubriaco Canta Amore,Folk,103.0,5.4,Energetic,4.3,3.7,Skipped
Embedded,RnB,171.9,3.6,Energetic,9.9,4.2,Skipped
Glamour Boys,Rock,122.0,6.2,Mixed,8.9,4.0,Skipped
Pra Manha,Electronic,115.0,6.2,Sad,6.5,3.2,Liked
Maps,Rock,119.8,5.8,Energetic,4.2,3.9,Skipped
Nothing But You,Electronic,139.4,7.0,Energetic,1.4,3.7,Liked
Waffle,Rock,191.7,3.5,Energetic,8.8,4.0,Skipped
Sorg,Rock,113.6,6.1,Happiness,0.2,3.7,Liked
(Ghost) Riders in the Sky,Rock,106.2,3.7,Mixed,5.8,2.9,Skipped
Vaadimme Metallia,RnB,100.5,3.5,Mixed,8.8,4.1,Skipped
Magic Mushrooms,Electronic,138.0,7.8,Mixed,1.7,3.7,Liked
This Piece Of Poetry Is Meant To Do Harm,Rock,130.0,3.5,Happiness,4.5,3.7,Skipped
Flutes,Electronic,118.0,7.1,Mixed,5.3,3.1,Liked
White Lines,Rock,115.0,7.8,Energetic,2.5,3.7,Liked
Quadrant Dub I Edit,Electronic,124.0,5.6,Happiness,2.8,1.5,Liked
All-O-Gistics,Punk,119.0,3.6,Happiness,0.6,3.6,Skipped
Flying Lesson (Hot Chicken #1),Rock,136.5,7.6,Mixed,2.5,3.7,Liked
And Then You,Rock,77.5,6.0,Energetic,3.4,3.1,Skipped
The Payback,Rock,97.8,7.1,Mixed,6.9,3.4,Liked
Trashcan,Rock,82.0,3.6,Mixed,1.6,3.8,Skipped
Bedlam Sticks,RnB,166.2,6.7,Energetic,4.9,3.8,Skipped
Renegade Princess,Rock,147.9,5.8,Happiness,3.9,3.6,Liked
The Gentle Art of Making Enemies,Rock,170.2,3.5,Mixed,4.7,3.6,Skipped
Knuddelmaus,Electronic,99.9,7.0,Energetic,6.9,3.8,Liked
Puddin' Taine,Rock,112.3,3.6,Happiness,4.6,3.5,Skipped
"Reese's Pieces, I Don't Know Who John Cleese Is?",Electronic,139.9,6.4,Happiness,0.1,4.0,Liked
Under My Sensi,Electronic,103.0,6.0,Happiness,5.9,3.4,Liked
Andy,Rock,106.6,6.2,Happiness,7.8,4.1,Liked
Car Crash,Rock,86.0,3.5,Energetic,4.7,4.2,Skipped
Give Up The Funk (Tear The Roof Off The Sucker),RnB,105.8,5.8,Mixed,3.4,3.5,Liked
Duffy,Electronic,91.7,5.8,Happiness,4.8,4.4,Liked
Chase Scene,Electronic,91.9,3.5,Energetic,0.1,3.7,Skipped
Shelf Wobbler,Electronic,108.0,6.5,Energetic,4.3,3.9,Liked
Saturday,Rock,98.0,3.6,Mixed,9.3,4.2,Skipped
Dancing Barefoot,Rock,109.4,6.4,Happiness,1.9,3.8,Liked
Silver Spaceman,Electronic,172.0,5.8,Energetic,4.2,4.0,Liked
A Life Worth Living,Rock,80.0,6.0,Sad,4.7,3.5,Liked
Poeme,Pop,74.7,3.7,Mixed,1.5,2.9,Skipped
Ampersand,Rock,77.9,6.0,Happiness,2.5,3.6,Liked
Dancing in the Dark,Jazz,148.9,3.5,Mixed,2.3,3.2,Skipped
If This Isn't Love,RnB,129.9,3.6,Sad,3.3,4.2,Skipped
The Sun And The Moon,Rock,143.0,7.3,Mixed,4.1,3.5,Liked
Anastasia,Pop,100.5,6.1,Happiness,2.2,4.0,Liked
A-W-E-S-O-M-E,Reggae,144.1,3.5,Mixed,9.4,4.1,Skipped
Day Old Blues,Rock,85.5,4.1,Sad,2.6,3.5,Skipped
Golden Rule,Rock,109.4,3.5,Mixed,7.4,3.7,Skipped
Lolita Nie En Bloc,Rock,119.4,3.5,Mixed,5.2,3.5,Skipped
The Pizza Song,Punk,127.0,11.2,Happiness,5.0,4.0,Skipped
So Here We Are (Four Tet Remix),Rock,156.0,6.4,Energetic,6.1,3.3,Liked
The Food,Rap,88.2,3.6,Energetic,7.3,3.6,Skipped
Grown Apart,Punk,120.0,3.6,Energetic,6.0,3.6,Skipped
Die Lüge,Pop,145.8,5.4,Happiness,3.4,3.3,Skipped
Paris Four Hundred,Electronic,121.0,3.5,Happiness,6.2,3.6,Skipped
Monopolist,Electronic,126.0,7.0,,2.4,3.2,Liked
Naenia,RnB,193.9,3.6,Mixed,9.6,4.1,Skipped
One World,RnB,108.1,3.7,Mixed,7.1,3.5,Skipped
Everything Invaded,RnB,100.0,6.3,Happiness,8.5,4.0,Liked
Finally Forever,Rock,128.0,3.6,Happiness,5.6,4.0,Skipped
Song For Whoever,Pop,137.5,5.4,Energetic,6.7,3.8,Liked
Truest Shade Of Crimson,RnB,127.1,6.3,Happiness,4.9,4.1,Liked
Music Is Everything,Electronic,173.0,7.6,Energetic,8.5,3.4,Liked
Only Shallow,Rock,170.3,3.7,Mixed,0.4,3.7,Skipped
Did You See Me Coming?,Pop,128.1,4.9,Mixed,1.6,4.2,Skipped
Forever Mine,RnB,77.6,7.2,Energetic,0.3,4.1,Liked
Stoppa mig juni (Lilla Ego),Rock,130.7,6.4,Mixed,4.9,3.7,Liked
The Salmon Dance,Electronic,124.0,3.7,Happiness,7.4,3.8,Skipped
If You Don't Know Me By Now,Jazz,88.6,3.6,Mixed,6.3,4.3,Skipped
Amo Bishop Roden,Electronic,140.0,6.3,Energetic,4.5,3.0,Liked
Tear Me Down,Rock,134.8,3.7,Energetic,9.4,4.0,Skipped
Sidewalking,Rock,98.2,3.5,Mixed,3.9,4.0,Skipped
The Spiritlord,RnB,167.9,6.7,Mixed,4.6,4.0,Liked
Floe,Rap,99.4,6.0,Mixed,5.4,3.1,Liked
Spread Your Love,RnB,127.8,3.7,Happiness,1.0,3.8,Skipped
You Could Ruin My Day,Electronic,104.0,7.1,Energetic,3.8,3.4,Liked
Do You Hear?,Electronic,154.0,6.8,Happiness,6.5,3.6,Liked
Tank,Rock,169.1,6.8,Mixed,6.4,3.1,Liked
As You Fall,Electronic,168.1,3.6,Happiness,4.3,3.4,Skipped
Folk Death 95,Rock,109.0,3.6,Mixed,7.6,3.9,Skipped
Everybody Dance,Pop,129.8,6.8,Mixed,0.3,3.6,Liked
ASD,Electronic,90.0,7.2,Mixed,6.7,3.2,Liked
America's Boy,Rock,136.4,3.6,Mixed,7.0,3.8,Skipped
My Body Is A Cage,Rock,79.8,5.9,Mixed,1.1,3.1,Liked
Miss Mars,Electronic,122.0,3.5,Happiness,7.6,4.1,Skipped
Eidetic Casein,Electronic,100.0,6.2,Energetic,3.0,3.4,Liked
Chase the Devil,Rock,149.0,6.8,Happiness,4.4,3.3,Liked
Mein Herz,Rap,100.1,3.5,Mixed,3.4,4.0,Skipped
(If You're Wondering If I Want You To) I Want You To,Rock,110.0,3.5,Mixed,8.7,3.9,Skipped
Don't Cha Wanna Ride,RnB,90.6,5.1,Happiness,4.2,3.9,Skipped
The Snow in My Hand,RnB,111.5,6.5,Energetic,3.1,3.5,Liked
Imagination,Jazz,108.2,6.0,Mixed,1.8,3.3,Skipped
Visitations,Rock,174.0,7.2,Energetic,9.5,3.8,Liked
Claustrophobic Sting,Electronic,150.0,7.2,Energetic,4.3,3.8,Liked
CCTV,Electronic,133.3,7.3,Mixed,8.4,3.5,Liked
Caught in a Wave,Electronic,194.0,3.7,Energetic,6.3,3.3,Skipped
After Hours At McGann's,Folk,128.0,3.7,Energetic,7.0,3.8,Skipped
I have a dream,Pop,140.0,5.9,Happiness,4.2,3.6,Liked
Common Reactor,Rock,131.4,6.0,Happiness,2.2,4.1,Liked
"Love, Hate, Love",Rock,103.6,6.5,Energetic,7.2,3.9,Liked
Dödel Up,Rock,126.5,3.6,Energetic,7.9,3.7,Skipped
Shakedown,Rock,141.0,6.2,Energetic,9.6,3.8,Liked
Nitty Gritty,Rock,128.4,4.7,Sad,4.1,4.3,Skipped
Robot Oeuf,Electronic,126.3,3.5,Energetic,4.8,3.7,Skipped
Cold Cold Heart,Jazz,114.5,3.6,Happiness,0.9,2.9,Skipped
Be All End All,RnB,99.8,6.5,Happiness,4.3,4.1,Liked
Paranoid Android,Jazz,81.8,5.0,Mixed,8.0,3.8,Liked
City Hall,Rock,139.1,6.6,Happiness,9.6,4.0,Liked
Kinky Reggae,Reggae,67.3,3.5,Energetic,4.0,2.7,Skipped
In The Red,Pop,140.0,3.5,Happiness,4.3,3.7,Skipped
The Look Of Love (Part 1),Rock,120.8,3.5,Mixed,8.2,3.7,Skipped
Pancho And Lefty,Country,133.4,3.7,Happiness,2.8,3.0,Skipped
October,Folk,144.0,3.6,Energetic,6.3,4.0,Skipped
Autumn Acid,Electronic,120.9,3.7,Happiness,2.1,3.7,Skipped
Glitterball,Electronic,125.0,5.8,Energetic,2.4,4.0,Liked
The Men Are Called Horsemen There,Rock,144.2,7.1,Mixed,0.6,3.8,Liked
Henry,Rock,151.7,6.1,Mixed,5.4,3.2,Liked
Cinderella's Big Score,Rock,149.8,5.9,Happiness,8.5,3.3,Liked
Steam,Country,108.5,6.0,Mixed,3.8,4.0,Liked
Sound Off,Jazz,188.1,3.5,Mixed,9.7,4.2,Skipped
You Can All Join In,Rock,95.1,3.6,Happiness,5.5,3.3,Skipped
Forgot About Dre,Rap,134.0,7.2,Energetic,7.3,4.4,Skipped
My Freestyle,Reggae,101.4,4.8,Happiness,4.7,4.1,Liked
Jealous Minds Think Alike,Rock,172.0,3.7,Energetic,9.2,4.2,Skipped
In Context,Rock,145.9,3.6,Energetic,5.9,3.6,Skipped
I Still Ain't Over You,Rock,114.0,3.5,Happiness,7.9,4.2,Skipped
Long to Belong,Electronic,68.2,6.0,Mixed,4.0,3.6,Liked
Kill Robok,Electronic,180.0,3.6,Energetic,8.7,3.0,Skipped
Dare to Live,Electronic,131.0,5.8,Energetic,9.7,3.9,Liked
Bleed to Death,RnB,180.0,3.6,Energetic,4.8,4.2,Skipped
Babooshka,Rock,109.4,3.5,Energetic,5.0,3.7,Skipped
Situation,Rock,118.7,5.8,Energetic,6.1,3.6,Liked
Same Mistakes,Rock,90.0,3.6,Energetic,6.8,4.0,Skipped
Quietly,Rock,118.2,3.6,Happiness,0.5,4.1,Skipped
Wellen,Electronic,120.0,6.4,Mixed,5.9,3.3,Liked
Grassman,Rock,132.9,6.3,Happiness,5.0,3.5,Liked
Deal With It,Rock,130.0,5.5,Energetic,4.0,4.0,Skipped
Hit The Ground,Jazz,106.7,6.3,Energetic,2.2,2.8,Skipped
Industrial Warriors,Electronic,145.0,6.2,Mixed,10.0,3.9,Liked
Eple,Electronic,106.5,3.6,Energetic,1.1,3.6,Skipped
Bring Your Whole Crew,Rap,96.4,7.7,Energetic,6.7,3.6,Skipped
I Am The Rain,Electronic,147.1,6.7,Mixed,9.9,3.4,Liked
Nothing Else Matters,RnB,142.4,6.5,Sad,3.6,3.3,Liked
I Don't Want to Die (in the Hospital),Rock,106.5,3.5,Sad,0.4,4.0,Skipped
The Motivation Proclamation,Rock,167.9,4.2,Energetic,8.0,3.9,Skipped
Batonga,Rap,129.9,3.5,Mixed,4.9,3.9,Skipped
Mary's Song (Oh My My My),Country,74.9,3.6,Happiness,6.3,4.0,Skipped
Gustav Gans,Rap,96.0,3.6,Mixed,7.9,3.9,Skipped
Suite: Judy Blue Eyes,Rock,153.5,7.4,Sad,3.8,3.1,Liked
Common Tear,Electronic,100.0,6.8,Happiness,5.2,3.5,Skipped
Saffron's Curse,RnB,152.1,6.0,Happiness,4.9,4.3,Liked
Jazz Potato,Electronic,98.2,6.1,Energetic,6.8,3.6,Liked
Returner,Electronic,60.1,3.6,Happiness,4.5,4.0,Skipped
Rubaiyat,Electronic,152.8,6.7,Energetic,4.8,3.2,Liked
Disco Inferno,Rap,97.1,3.6,Mixed,6.4,3.9,Skipped
How to Disappear Completely,Rock,102.0,5.9,Energetic,3.0,3.3,Liked
Flaphead,Electronic,136.3,7.0,Happiness,4.8,3.7,Liked
Dozer,Electronic,174.0,6.2,Sad,8.6,3.7,Liked
Daten Raten,Electronic,128.0,6.5,Energetic,5.5,3.2,Liked
A House Is Not a Home,Reggae,105.8,4.0,Happiness,2.9,3.1,Liked
Live Alone,Rock,127.2,7.1,Mixed,4.8,4.0,Skipped
Raven Claws,RnB,134.4,3.7,Happiness,9.4,3.9,Skipped
Dreams I'll Never See,Rock,105.9,7.1,Energetic,5.8,3.1,Liked
Helpless,Rock,150.3,6.6,Mixed,9.8,4.0,Liked
Maddening Shroud,Rock,88.0,3.6,Mixed,6.1,3.5,Skipped
You Were There With Me,Electronic,148.1,5.9,Energetic,2.3,2.1,Liked
Seed,Rock,117.3,5.9,Sad,1.4,3.7,Liked
Satellite Mind,Rock,157.0,3.7,Energetic,3.1,3.9,Skipped
Get-Well-Cards,Rock,81.0,3.6,Energetic,8.5,3.9,Skipped
Set Free,Rock,112.4,7.6,Sad,6.9,3.8,Liked
Can't Come Down,Electronic,186.0,6.3,Happiness,2.3,4.0,Skipped
You Are The Music,Rock,124.7,6.0,Energetic,2.8,3.6,Liked
Collecting Shields,Electronic,148.9,5.2,Energetic,3.3,2.9,Liked
It Ain't Me,Rock,100.0,3.7,Happiness,5.4,3.8,Skipped
Sex Is Personal,Rock,136.4,3.6,Sad,8.0,3.6,Skipped
Magic Spells,Electronic,105.0,6.1,Sad,1.8,3.5,Liked
All The Years,Rock,184.5,5.8,Energetic,5.0,3.5,Skipped
Welcome to Savannah,Electronic,140.0,3.6,Mixed,7.9,3.9,Skipped
Feet Won't Touch the Ground,Electronic,89.0,6.9,Energetic,9.9,4.0,Liked
Treale,Electronic,89.0,6.1,Happiness,6.3,3.5,Liked
Autumn Leaves Revisited,Rock,161.1,6.9,Happiness,5.2,3.6,Liked
Way With Words,Rock,177.9,3.7,Mixed,9.6,4.2,Skipped
Under the Runes,Rock,81.7,6.0,Energetic,6.3,3.4,Liked
Innocent Smile,Rock,160.5,5.9,Mixed,3.1,4.1,Liked
Bowls,Electronic,120.0,5.3,Sad,0.3,3.6,Liked
For My Demons,RnB,174.1,7.4,Energetic,6.2,3.6,Liked
I Touch Myself,Rock,109.3,3.7,Mixed,1.7,4.1,Skipped
You Won't See Me Cry 2005,Electronic,135.0,6.4,Mixed,9.5,3.7,Liked
You and Us,Electronic,134.8,6.3,Mixed,4.9,3.8,Liked
The Thing That Should Not Be,RnB,111.8,6.6,Mixed,7.2,3.4,Liked
Tell Me I'm A Wreck,Rock,127.9,3.7,Mixed,0.2,4.3,Skipped
Bandwitch,Rock,159.9,7.0,Mixed,1.4,3.4,Liked
Not Meant To Be,Rock,142.8,6.9,Happiness,3.8,4.1,Skipped
Song For The Dead,Rock,106.6,5.9,Mixed,9.3,3.9,Liked
Man Of Golden Words,Rock,140.5,3.7,Mixed,1.9,2.7,Skipped
Thick Of It,Electronic,115.0,6.4,Energetic,6.3,3.7,Liked
Ninety-Nine And A Half,Rock,109.9,3.6,Mixed,6.0,3.7,Skipped
Breathing,Rock,179.6,3.6,Sad,9.3,4.2,Skipped
Dirty Trip,Electronic,153.3,6.2,Happiness,2.8,3.5,Liked
Tear The World Down,Rock,90.5,6.5,Mixed,8.6,4.1,Liked
Gore Motel,Jazz,69.0,6.2,Mixed,0.2,2.0,Liked
Wash Away Those Years,Rock,139.0,6.1,Energetic,5.6,3.8,Liked
Battle Against Time,RnB,111.5,7.1,Happiness,8.7,3.8,Liked
Use Me,RnB,154.7,7.0,Mixed,6.5,3.4,Skipped
Room 208,Electronic,98.0,6.2,Happiness,6.2,3.0,Liked
The Hazards of Love 4 (The Drowned),Rock,127.3,8.0,Energetic,4.7,3.6,Liked
You Will See,Electronic,125.0,6.6,Energetic,8.0,3.4,Liked
After the Call,Rock,78.5,5.9,Mixed,3.9,2.6,Liked
"This Is It, This Is It",Rock,169.8,5.4,Mixed,4.2,4.1,Skipped
Forever And Always,RnB,156.1,6.8,Happiness,3.6,4.0,Liked
Newjack,Electronic,114.6,5.0,Mixed,8.6,3.9,Skipped
New York City Cops,Rock,108.0,3.6,Happiness,8.4,3.7,Skipped
She Drives Me Wild,Pop,109.5,4.3,Happiness,3.7,4.3,Skipped
Out of the Dark,Electronic,140.3,3.6,,3.9,3.7,Skipped
You Know You're Right,Rock,174.2,5.1,Mixed,1.1,3.9,Skipped
DVNO (Justice remix),Electronic,120.0,5.8,Happiness,3.1,4.3,Liked
Roady,Reggae,173.0,5.7,Mixed,4.3,3.5,Liked
Smear Body,Electronic,177.9,5.8,Happiness,6.4,2.8,Liked
Midnight Express,Rock,175.0,5.9,Mixed,1.5,4.4,Liked
Prophesy,Reggae,97.4,6.4,Mixed,5.7,3.4,Liked
Take Me Somewhere Nice,Rock,124.3,4.6,Happiness,5.6,3.6,Liked
Ultimate,Punk,145.9,3.5,Sad,4.9,4.1,Skipped
thoughts on the floor,Rock,120.0,6.2,Mixed,6.2,3.4,Liked
Dear Miami,Electronic,116.0,3.7,Happiness,5.2,3.8,Skipped
Malted Milk,Blues,74.3,3.6,Mixed,2.1,2.7,Skipped
One Time,Rock,146.0,3.6,Happiness,2.5,4.1,Skipped
Ready 2 Wear,Electronic,125.9,3.7,Happiness,7.1,3.7,Skipped
I Cannot Be Loved,RnB,97.0,7.1,Happiness,5.8,3.6,Liked
Under My Nose,RnB,184.3,7.5,Sad,3.3,4.3,Skipped
To Be Remembered,RnB,133.4,5.9,Mixed,6.5,4.0,Liked
In Transit,Rock,141.0,3.6,Happiness,7.4,4.2,Skipped
Billy Says Go,Electronic,125.0,6.2,Mixed,5.4,3.6,Liked
Little Bit Less,Rock,174.0,3.5,Mixed,4.7,4.2,Skipped
Offene Wunden,Pop,138.1,3.5,Mixed,6.8,4.0,Skipped
Grey Seal,Rock,129.0,3.6,Energetic,4.0,3.0,Skipped
With You Forever,Electronic,128.0,4.3,Happiness,9.3,4.0,Skipped
Stress,Electronic,130.2,7.6,Energetic,9.6,4.3,Liked
Over The Electric Grapevine,Rock,167.1,6.4,Happiness,4.0,4.0,Liked
Where Are You Now,Pop,85.0,3.7,Sad,3.6,3.4,Skipped
For All You Happy People,Jazz,133.3,6.6,Sad,2.2,2.5,Liked
Ski Lesson Blues,Electronic,128.0,5.8,Happiness,9.7,3.8,Liked
A Groovy Kind Of Love,Pop,144.1,5.6,Happiness,1.8,2.9,Skipped
Standing on Higher Ground,Rock,130.0,5.8,Mixed,8.8,3.5,Liked
Paper Kitten Nightmare,Rock,184.1,3.6,Sad,6.5,3.8,Skipped
The Last,Rock,78.7,7.7,Happiness,0.8,4.2,Liked
DJ,RnB,114.0,3.5,Happiness,4.9,4.0,Skipped
Three Ravens,Electronic,172.1,6.5,Mixed,8.4,3.6,Liked
12 Points Off Your Licence,Electronic,159.5,4.5,Happiness,7.6,3.1,Liked
Hey DJ,Rap,130.0,7.5,Happiness,8.4,3.8,Skipped
Next Big Thing,Country,172.0,3.5,Mixed,5.0,3.9,Skipped
Dawn of Victory,RnB,95.0,4.3,Happiness,0.8,4.1,Liked
Iman,Rock,70.8,7.4,Happiness,1.8,2.8,Liked
Tape Song,Rock,116.0,3.6,Mixed,5.3,4.1,Skipped
Mermaid Scar,Electronic,173.0,4.0,Mixed,9.2,3.8,Liked
Inner Silence,RnB,89.0,3.6,Mixed,3.2,3.3,Skipped
Hindsight,Jazz,94.8,6.9,Energetic,4.3,3.3,Liked
Alas Dies Laughing,Rock,168.9,3.7,Energetic,5.5,2.9,Skipped
Arma-Goddamn-Motherfuckin-Geddon,Rock,132.0,3.7,Mixed,1.4,4.0,Skipped
From My Own True Love (Lost at Sea),Rock,84.8,3.7,Happiness,2.2,3.5,Skipped
The War of All Against All,Rock,178.2,6.4,Mixed,0.1,3.9,Liked
Echo Chamber,Rock,128.0,3.7,Happiness,7.3,4.1,Skipped
A Swarm,Rock,123.5,7.2,Happiness,4.4,3.8,Liked
There's No Here,Rock,145.2,3.7,Mixed,1.4,4.0,Skipped
Quiet Star,Electronic,174.0,7.0,Mixed,2.4,3.9,Liked
Avalost,Electronic,180.0,6.2,Energetic,9.3,3.9,Liked
Era Of Diversion,Electronic,172.9,6.0,Happiness,2.3,4.1,Liked
Run Boy Run,Reggae,134.0,3.6,Mixed,4.0,3.9,Skipped
My Heart Goes Boom,Pop,130.0,3.7,Mixed,4.6,3.8,Skipped
A National Acrobat,RnB,72.0,6.3,Energetic,6.3,3.1,Liked
Daffy Duck,Rock,134.7,7.6,Mixed,2.8,3.1,Liked
Prima Materia,Electronic,108.0,7.4,Happiness,7.5,3.4,Liked
The Mindmaker,RnB,125.1,7.3,Sad,4.4,3.9,Skipped
Mustan Valtikan Aika,Rock,95.5,7.0,Happiness,4.6,4.2,Liked
Nothing Owed,Electronic,180.0,7.1,Mixed,4.2,3.2,Liked
Hypersonic,Rock,132.1,3.5,Mixed,3.9,4.1,Skipped
Orosirian,RnB,146.4,6.5,Mixed,4.5,4.0,Liked
I Asked When,Folk,126.2,6.3,Sad,3.0,3.3,Liked
T.I.A.,Rap,160.8,3.6,Happiness,4.4,4.0,Skipped
Colours Fade,Rock,124.0,7.1,Mixed,1.0,4.0,Liked
Feel Like Jumping,Reggae,81.9,3.6,Happiness,4.2,3.5,Skipped
Rusted Wheel,Rock,192.6,6.0,,7.9,3.9,Liked
Om Nashi Me,Rock,122.0,6.3,Mixed,8.0,3.7,Liked
Answers,Rock,107.0,5.8,Mixed,4.0,3.6,Liked
A Living Dance Upon Dead Minds,Rock,151.4,3.5,Happiness,9.3,3.8,Skipped
Apparition,Electronic,137.6,3.7,Happiness,3.6,3.9,Skipped
Monica,Pop,96.1,6.5,Happiness,3.8,3.0,Liked
Oleo,Jazz,132.7,5.9,Energetic,3.7,3.4,Liked
What Doesn't Kill Us,Rock,152.9,3.6,Energetic,3.0,4.2,Skipped
Bye-Ya,Jazz,99.4,5.4,Energetic,4.9,3.5,Liked
Primitive Painters,Rock,81.9,6.3,Mixed,6.3,3.4,Liked
When Susannah Cries,Pop,122.3,3.6,Energetic,4.3,3.5,Skipped
Valkyrie in the Roller Disco,Rock,78.0,3.5,Sad,3.4,3.3,Skipped
Being Boring,Pop,119.9,6.8,Happiness,0.8,3.2,Liked
I Am Not Batman,Rock,198.3,3.5,Energetic,1.0,2.4,Skipped
Time To Stop Talking,Rock,159.9,3.6,Energetic,8.4,3.6,Skipped
New Wave,Rock,142.9,5.2,Happiness,3.6,4.3,Skipped
Jewel Box,Rock,123.6,3.5,Energetic,4.9,3.5,Skipped
Fire In The Mountain,Rock,135.0,7.5,Mixed,1.0,3.8,Liked
Krieger,Rap,85.9,7.1,Mixed,9.0,3.2,Liked
Nobody Told Me,Rock,118.4,4.8,Happiness,9.3,4.1,Skipped
Deathstar,Electronic,160.2,5.7,Mixed,4.0,4.0,Skipped
The Pelican,Folk,66.2,3.7,Mixed,5.7,3.9,Skipped
Front Street,Rap,97.0,3.6,Happiness,4.3,3.3,Skipped
Fopp,RnB,188.0,3.6,Happiness,0.8,3.7,Skipped
All the Old Powers,Electronic,75.1,6.9,Happiness,2.0,3.8,Liked
39,Rock,179.9,7.3,Happiness,9.3,4.2,Liked
Tigris & Euphrates,Pop,140.1,6.7,Mixed,3.5,2.8,Liked
Clarendon,Electronic,115.4,7.4,Happiness,1.6,3.2,Liked
Water Is Not Enough,RnB,119.1,4.6,Happiness,6.7,3.6,Liked
Paper Chase,Rap,175.0,3.5,Happiness,9.6,4.1,Skipped
Why Are We Alive?,Rock,119.0,6.1,Energetic,7.6,3.6,Liked
Verisimilitude,Rock,122.7,3.5,Mixed,7.0,3.7,Skipped
Set Down Your Glass,Rock,153.9,3.7,Happiness,3.1,2.9,Skipped
Jah Pretty Face,Reggae,139.1,4.6,Mixed,6.5,3.6,Skipped
The Outernationalist,Electronic,160.0,6.6,Energetic,4.4,3.8,Skipped
Teartear,Electronic,150.0,6.8,Mixed,5.4,3.5,Liked
Rollin' (Air Raid Vehicle),Rock,96.2,3.6,Energetic,9.1,4.1,Skipped
Beel,Electronic,,6.8,Happiness,8.4,3.9,Liked
Die Weide Und Der Fluß,Rock,169.8,7.3,Mixed,9.5,4.1,Liked
To Wild Homes,Rock,154.9,3.6,Happiness,3.4,3.7,Skipped
Potion Approaching,Rock,103.1,3.5,Sad,7.7,3.6,Skipped
Columbo,Reggae,124.0,7.5,Mixed,0.6,3.6,Liked
Emigrantes,Jazz,98.5,3.6,Happiness,0.4,3.8,Skipped
Trows Kind,Rock,100.1,6.0,Mixed,9.0,4.0,Liked
Sons of the Morrigan,RnB,123.1,7.1,Sad,8.6,2.9,Liked
Cool Change,Rock,120.2,6.0,Mixed,3.5,3.3,Liked
Deep Peace,RnB,89.7,7.6,Energetic,5.6,3.4,Liked
Lovelorn Rhapsody,RnB,89.9,6.4,Energetic,4.7,3.6,Liked
die for blood,Electronic,62.5,3.7,Mixed,7.9,3.5,Skipped
House,Rock,93.9,3.7,Mixed,4.3,3.3,Skipped
Baby Kate,Electronic,125.0,6.1,Energetic,6.1,2.9,Liked
Signal To Noise,Rock,78.6,7.6,Mixed,4.7,3.5,Liked
Dangers Of The Faithless,RnB,144.1,5.8,Energetic,1.7,4.1,Liked
Om Namah Shivaya,Pop,149.8,6.5,Mixed,4.9,3.3,Liked
Wine,Reggae,114.1,6.6,Mixed,5.2,2.9,Skipped
The City In The Sea,RnB,134.0,7.5,Happiness,2.6,4.0,Liked
Swamp Thing,Electronic,100.6,6.4,Happiness,1.6,3.8,Liked
In Other Worlds,Rock,112.0,5.8,Energetic,5.4,3.6,Liked
Neither Can I,Rock,125.1,6.7,Happiness,1.9,3.9,Liked
Ziltoidia Attaxx!!!,RnB,90.0,3.7,Energetic,5.0,4.0,Skipped
"Kristy, Are You Doing Okay?",Rock,95.8,3.7,Happiness,3.1,4.0,Skipped
Belly Of The Beast,RnB,82.1,6.0,Happiness,9.7,3.5,Liked
The Candle,Rap,78.9,6.7,Mixed,3.7,3.8,Liked
Plain Truth,Rock,123.8,7.4,Happiness,3.9,2.3,Liked
It's Ecstasy When You Lay Down Next To Me,RnB,103.1,6.9,Energetic,5.4,4.0,Liked
Demolition Lovers,Rock,118.6,6.1,Energetic,8.0,3.5,Liked
My Man Is A Mean Man,Pop,128.0,3.5,Happiness,6.1,3.9,Skipped
Mujer Amante,RnB,115.4,6.1,Mixed,6.5,3.4,Liked
Burden,Rock,,6.0,Happiness,6.3,3.7,Liked
Back to Nature,Rock,100.2,5.8,Energetic,1.4,4.0,Liked
"Gone, Gone, Gone",Country,118.0,3.5,Energetic,6.5,3.9,Skipped
Global A Go-Go,Rock,138.0,5.9,Mixed,7.6,3.7,Liked
Streamline,Jazz,130.9,4.4,Happiness,8.6,4.2,Skipped
Grab It,Rock,93.1,3.5,Mixed,4.8,3.7,Skipped
Point Blank,Electronic,172.0,7.1,Mixed,2.0,3.6,Liked
My Plague,RnB,88.6,3.7,Mixed,4.9,4.3,Skipped
Ain't Too Proud To Beg,Jazz,129.0,3.5,Sad,7.4,3.5,Skipped
This Is Music,Rock,142.0,3.6,Mixed,8.3,3.7,Skipped
Disease,Rock,115.1,7.6,Energetic,8.3,4.1,Skipped
As the Sun,RnB,105.9,3.7,Happiness,9.6,4.1,Skipped
The Conspiracy of Seeds,Rock,154.1,6.9,Mixed,5.5,3.3,Liked
